n,B,trial,greedy_score,beam_score
20,8,17,33.4915,33.4277
20,9,17,33.4915,33.4277
20,10,17,33.4915,33.4277
20,1,18,33.6098,33.6098
20,2,18,33.6098,33.6098
20,3,18,33.6098,33.6383
20,4,18,33.6098,33.6383
20,5,18,33.6098,33.6383
20,6,18,33.6098,33.6383
20,7,18,33.6098,33.6383
20,8,18,33.6098,33.6383
20,9,18,33.6098,33.6383
20,10,18,33.6098,33.6383
20,1,19,33.038,33.038
20,2,19,33.038,32.8977
20,3,19,33.038,32.8977
20,4,19,33.038,32.0657
20,5,19,33.038,33.2398
20,6,19,33.038,32.0657
20,7,19,33.038,32.0657
20,8,19,33.038,32.0657
20,9,19,33.038,32.0657
20,10,19,33.038,32.0657
25,1,0,50.1057,50.1057
25,2,0,50.1057,50.925
25,3,0,50.1057,50.7619
25,4,0,50.1057,51.2926
25,5,0,50.1057,51.1752
25,6,0,50.1057,49.0272
25,7,0,50.1057,49.0272
25,8,0,50.1057,49.0272
25,9,0,50.1057,49.0272
25,10,0,50.1057,51.1752
25,1,1,55.8436,55.8436
25,2,1,55.8436,56.111
25,3,1,55.8436,55.1883
25,4,1,55.8436,55.1883
25,5,1,55.8436,55.1883
25,6,1,55.8436,56.8337
25,7,1,55.8436,56.8337
25,8,1,55.8436,56.6173
25,9,1,55.8436,56.8337
25,10,1,55.8436,56.8337
25,1,2,49.1185,49.1185
25,2,2,49.1185,49.6081
25,3,2,49.1185,50.2547
25,4,2,49.1185,51.1703
25,5,2,49.1185,50.3553
25,6,2,49.1185,51.2261
25,7,2,49.1185,50.3553
25,8,2,49.1185,50.3553
25,9,2,49.1185,50.3553
25,10,2,49.1185,50.3553
25,1,3,52.3782,52.3782
25,2,3,52.3782,52.9358
25,3,3,52.3782,51.078
25,4,3,52.3782,51.1176
25,5,3,52.3782,51.7946
25,6,3,52.3782,52.7296
25,7,3,52.3782,50.2466
25,8,3,52.3782,50.2466
25,9,3,52.3782,52.3779
25,10,3,52.3782,51.4142
25,1,4,49.656,49.656
25,2,4,49.656,54.3939
25,3,4,49.656,54.3939
25,4,4,49.656,52.598
25,5,4,49.656,53.9951
25,6,4,49.656,53.9951
25,7,4,49.656,53.9951
25,8,4,49.656,53.7708
25,9,4,49.656,53.7708
25,10,4,49.656,55.7305
25,1,5,47.8989,47.8989
25,2,5,47.8989,48.1642
25,3,5,47.8989,48.4205
25,4,5,47.8989,47.997
25,5,5,47.8989,50.1459
25,6,5,47.8989,47.6284
25,7,5,47.8989,47.5669
25,8,5,47.8989,47.997
25,9,5,47.8989,49.6176
25,10,5,47.8989,48.8791
25,1,6,51.2677,51.2677
25,2,6,51.2677,52.8377
25,3,6,51.2677,54.0609
25,4,6,51.2677,52.8377
25,5,6,51.2677,54.0609
25,6,6,51.2677,54.0609
25,7,6,51.2677,53.3431
25,8,6,51.2677,51.8428
25,9,6,51.2677,51.9797
25,10,6,51.2677,51.9797
25,1,7,47.7649,47.7649
25,2,7,47.7649,48.8858
25,3,7,47.7649,49.6369
25,4,7,47.7649,47.3585
25,5,7,47.7649,48.925
